locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAMPPICK_00812	CDS	936				hypothetical protein
FAMPPICK_00813	CDS	1230	fsr			Fosmidomycin resistance protein
FAMPPICK_00814	CDS	708	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
FAMPPICK_00815	CDS	1386	yhdG_1		COG0531	putative amino acid permease YhdG
FAMPPICK_00816	CDS	1458	yfmT	1.2.1.28	COG1012	Benzaldehyde dehydrogenase YfmT
FAMPPICK_00817	CDS	855	yfmS		COG0840	Putative sensory transducer protein YfmS
FAMPPICK_00818	CDS	1890	uup		COG0488	ABC transporter ATP-binding protein uup
FAMPPICK_00819	CDS	447				hypothetical protein
FAMPPICK_00820	CDS	423	yfmP		COG0789	HTH-type transcriptional regulator YfmP
FAMPPICK_00821	CDS	1191	yfmO			Multidrug efflux protein YfmO
FAMPPICK_00822	CDS	1557	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
FAMPPICK_00823	CDS	1131	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
FAMPPICK_00824	CDS	447				hypothetical protein
FAMPPICK_00825	CDS	1020	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
FAMPPICK_00826	CDS	1221				hypothetical protein
FAMPPICK_00827	CDS	1464	egtB	1.14.99.50		Hercynine oxygenase
FAMPPICK_00828	CDS	801	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
FAMPPICK_00829	CDS	1002	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
FAMPPICK_00830	CDS	1002	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
FAMPPICK_00831	CDS	948	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
FAMPPICK_00832	CDS	411	yfmB			putative protein YfmB
FAMPPICK_00833	CDS	348	yflT			General stress protein 17M
FAMPPICK_00834	CDS	1263	pel	4.2.2.2	COG3866	Pectate lyase
FAMPPICK_00835	CDS	1437	yflS		COG0471	Putative malate transporter YflS
FAMPPICK_00836	CDS	1629	citS	2.7.13.3	COG3290	Sensor protein CitS
FAMPPICK_00837	CDS	681	citT		COG4565	Transcriptional regulatory protein CitT
FAMPPICK_00838	CDS	960				hypothetical protein
FAMPPICK_00839	CDS	126				hypothetical protein
FAMPPICK_00840	CDS	1302	citM		COG2851	Mg(2+)/citrate complex secondary transporter
FAMPPICK_00841	CDS	795	yflN	3.-.-.-	COG0491	putative metallo-hydrolase YflN
FAMPPICK_00842	CDS	1092	nos	1.14.14.47	COG4362	Nitric oxide synthase oxygenase
FAMPPICK_00843	CDS	276	acyP	3.6.1.7	COG1254	Acylphosphatase
FAMPPICK_00844	CDS	666	yiiM		COG2258	Protein YiiM
FAMPPICK_00845	CDS	138				hypothetical protein
FAMPPICK_00846	CDS	156				hypothetical protein
FAMPPICK_00847	CDS	315	yflH_1			putative protein YflH
FAMPPICK_00848	CDS	750	mapB	3.4.11.18	COG0024	Methionine aminopeptidase 2
FAMPPICK_00849	CDS	1359	nagP			PTS system N-acetylglucosamine-specific EIICB component
FAMPPICK_00850	CDS	1950	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
FAMPPICK_00851	CDS	393				hypothetical protein
FAMPPICK_00852	CDS	1416	alsT_2		COG1115	Amino-acid carrier protein AlsT
FAMPPICK_00853	CDS	1077				hypothetical protein
FAMPPICK_00854	CDS	201				hypothetical protein
FAMPPICK_00855	CDS	1155	gerBC_2			Spore germination protein B3
FAMPPICK_00856	CDS	1542	gerAA_1			Spore germination protein A1
FAMPPICK_00857	CDS	1413	treP		COG1263	PTS system trehalose-specific EIIBC component
FAMPPICK_00858	CDS	1686	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
FAMPPICK_00859	CDS	717	treR		COG2188	HTH-type transcriptional regulator TreR
FAMPPICK_00860	CDS	666	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
FAMPPICK_00861	CDS	4389	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
FAMPPICK_00862	CDS	519	yfkM	3.2.-.-	COG0693	General stress protein 18
FAMPPICK_00863	CDS	1191	ydiN			Inner membrane transport protein YdiN
FAMPPICK_00864	CDS	216				hypothetical protein
FAMPPICK_00865	CDS	471	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
FAMPPICK_00866	CDS	321				hypothetical protein
FAMPPICK_00867	CDS	828				hypothetical protein
FAMPPICK_00868	CDS	108				hypothetical protein
FAMPPICK_00869	CDS	1176	ycaD			putative MFS-type transporter YcaD
FAMPPICK_00870	CDS	1056	chaA		COG0387	Ca(2+)/H(+) antiporter ChaA
FAMPPICK_00871	CDS	792	yfkD			putative protein YfkD
FAMPPICK_00872	CDS	837	yfkC		COG0668	putative MscS family protein YfkC
FAMPPICK_00873	CDS	1122	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
FAMPPICK_00874	CDS	186				hypothetical protein
FAMPPICK_00875	CDS	792	pdaA	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
FAMPPICK_00876	CDS	861	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
FAMPPICK_00877	CDS	960	corA_1		COG0598	Cobalt/magnesium transport protein CorA
FAMPPICK_00878	CDS	864				hypothetical protein
FAMPPICK_00879	CDS	1401	rlmCD_2	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
FAMPPICK_00880	CDS	267				hypothetical protein
FAMPPICK_00881	CDS	978	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
FAMPPICK_00882	CDS	453				hypothetical protein
FAMPPICK_00883	CDS	690				hypothetical protein
FAMPPICK_00884	CDS	1002	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
FAMPPICK_00885	CDS	1029	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
FAMPPICK_00886	CDS	1197	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FAMPPICK_00887	CDS	1377	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
FAMPPICK_00888	CDS	1818	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
FAMPPICK_00889	CDS	180	sspH			Small, acid-soluble spore protein H
FAMPPICK_00890	CDS	330				hypothetical protein
FAMPPICK_00891	CDS	543				hypothetical protein
FAMPPICK_00892	CDS	558				hypothetical protein
FAMPPICK_00893	CDS	768				hypothetical protein
FAMPPICK_00894	CDS	1224				hypothetical protein
FAMPPICK_00895	CDS	315				hypothetical protein
FAMPPICK_00896	CDS	1350	glvA	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase
FAMPPICK_00897	CDS	765	glvR		COG1737	HTH-type transcriptional regulator GlvR
FAMPPICK_00898	CDS	1584	malP_1		COG1263	PTS system maltose-specific EIICB component
FAMPPICK_00899	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
FAMPPICK_00900	CDS	1815			COG1132	putative ABC transporter ATP-binding protein
FAMPPICK_00901	CDS	405	catD	1.-.-.-	COG2259	Putative oxidoreductase CatD
FAMPPICK_00902	CDS	858	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
FAMPPICK_00903	CDS	945	rhaR_2			HTH-type transcriptional activator RhaR
FAMPPICK_00904	CDS	1449	iolT_2			Major myo-inositol transporter IolT
FAMPPICK_00905	CDS	942				hypothetical protein
FAMPPICK_00906	CDS	1179	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
FAMPPICK_00907	CDS	117				hypothetical protein
FAMPPICK_00908	CDS	1152	lnrJ	2.7.13.3		Sensor histidine kinase LnrJ
FAMPPICK_00909	CDS	663	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
FAMPPICK_00910	CDS	936	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
FAMPPICK_00911	CDS	1191	lnrM		COG0842	Linearmycin resistance permease protein LnrM
FAMPPICK_00912	CDS	1158	lnrN		COG0842	Linearmycin resistance permease protein LnrN
FAMPPICK_00913	CDS	549				hypothetical protein
FAMPPICK_00914	CDS	633	estB	3.1.1.3		Extracellular esterase EstB
FAMPPICK_00915	CDS	1089				hypothetical protein
FAMPPICK_00916	CDS	618	yfiR			putative HTH-type transcriptional regulator YfiR
FAMPPICK_00917	CDS	1254	mdtG_1			Multidrug resistance protein MdtG
FAMPPICK_00918	CDS	537	yfiT	3.-.-.-		Putative metal-dependent hydrolase YfiT
FAMPPICK_00919	CDS	1557	bmr3_2			Multidrug resistance protein 3
FAMPPICK_00920	CDS	483				hypothetical protein
FAMPPICK_00921	CDS	2571	mprF	2.3.2.3		Phosphatidylglycerol lysyltransferase
FAMPPICK_00922	CDS	978	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
FAMPPICK_00923	CDS	1002	yfiZ_2		COG0609	putative siderophore transport system permease protein YfiZ
FAMPPICK_00924	CDS	1032	yfhA		COG0609	putative siderophore transport system permease protein YfhA
FAMPPICK_00925	CDS	882	yddE	5.1.-.-	COG0384	putative isomerase YddE
FAMPPICK_00926	CDS	585	ydjA_2	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
FAMPPICK_00927	CDS	192				hypothetical protein
FAMPPICK_00928	CDS	111				hypothetical protein
FAMPPICK_00929	CDS	912				Epimerase family protein
FAMPPICK_00930	CDS	795	recX			Regulatory protein RecX
FAMPPICK_00931	CDS	315	yfhH			putative protein YfhH
FAMPPICK_00932	CDS	105				hypothetical protein
FAMPPICK_00933	CDS	1194	ydhP_1		COG2814	Inner membrane transport protein YdhP
FAMPPICK_00934	CDS	153	sspK			Small, acid-soluble spore protein K
FAMPPICK_00935	CDS	270				hypothetical protein
FAMPPICK_00936	CDS	519				hypothetical protein
FAMPPICK_00937	CDS	393				hypothetical protein
FAMPPICK_00938	CDS	861	ephA	3.3.2.10		Epoxide hydrolase A
FAMPPICK_00939	CDS	990	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
FAMPPICK_00940	CDS	2586				hypothetical protein
FAMPPICK_00941	CDS	984	yfhP		COG1988	putative protein YfhP
FAMPPICK_00942	CDS	1314	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
FAMPPICK_00943	CDS	225	yfhS			putative protein YfhS
FAMPPICK_00944	CDS	753	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
FAMPPICK_00945	CDS	255	sspE			Small, acid-soluble spore protein gamma-type
FAMPPICK_00946	CDS	261				hypothetical protein
FAMPPICK_00947	CDS	531				hypothetical protein
FAMPPICK_00948	CDS	1743		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
FAMPPICK_00949	CDS	1110				hypothetical protein
FAMPPICK_00950	CDS	1290	hemL1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 1
FAMPPICK_00951	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
FAMPPICK_00952	CDS	438	perR		COG0735	Peroxide operon regulator
FAMPPICK_00953	CDS	354				hypothetical protein
FAMPPICK_00954	CDS	885				hypothetical protein
FAMPPICK_00955	rRNA	1547				16S ribosomal RNA
FAMPPICK_00956	rRNA	2925				23S ribosomal RNA
FAMPPICK_00957	rRNA	111				5S ribosomal RNA
FAMPPICK_00958	tRNA	75				tRNA-Asn(gtt)
FAMPPICK_00959	tRNA	92				tRNA-Ser(gga)
FAMPPICK_00960	tRNA	72				tRNA-Glu(ttc)
FAMPPICK_00961	tRNA	76				tRNA-Val(tac)
FAMPPICK_00962	tRNA	77				tRNA-Met(cat)
FAMPPICK_00963	tRNA	77				tRNA-Asp(gtc)
FAMPPICK_00964	tRNA	76				tRNA-Phe(gaa)
FAMPPICK_00965	tRNA	74				tRNA-Thr(tgt)
FAMPPICK_00966	tRNA	85				tRNA-Tyr(gta)
FAMPPICK_00967	tRNA	74				tRNA-Trp(cca)
FAMPPICK_00968	tRNA	76				tRNA-His(gtg)
FAMPPICK_00969	tRNA	75				tRNA-Gln(ttg)
FAMPPICK_00970	tRNA	75				tRNA-Gly(gcc)
FAMPPICK_00971	tRNA	71				tRNA-Cys(gca)
FAMPPICK_00972	tRNA	89				tRNA-Leu(taa)
FAMPPICK_00973	tRNA	84				tRNA-Leu(caa)
FAMPPICK_00974	CDS	777	spo0M		COG4326	Sporulation-control protein spo0M
FAMPPICK_00975	CDS	198				hypothetical protein
FAMPPICK_00976	CDS	696				hypothetical protein
FAMPPICK_00977	CDS	1773	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
FAMPPICK_00978	CDS	1356	yvdP_1	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
FAMPPICK_00979	CDS	198				hypothetical protein
FAMPPICK_00980	CDS	1452	katA_1	1.11.1.6	COG0753	Vegetative catalase
FAMPPICK_00981	CDS	897	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
FAMPPICK_00982	CDS	999	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
FAMPPICK_00983	CDS	831	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
FAMPPICK_00984	CDS	1131	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
FAMPPICK_00985	CDS	507				hypothetical protein
FAMPPICK_00986	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
FAMPPICK_00987	CDS	474				hypothetical protein
FAMPPICK_00988	CDS	204				hypothetical protein
FAMPPICK_00989	tRNA	74				tRNA-Gly(tcc)
FAMPPICK_00990	CDS	624				hypothetical protein
FAMPPICK_00991	CDS	1161	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
FAMPPICK_00992	CDS	924				hypothetical protein
FAMPPICK_00993	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
FAMPPICK_00994	CDS	642				hypothetical protein
FAMPPICK_00995	CDS	714				hypothetical protein
FAMPPICK_00996	CDS	708				hypothetical protein
FAMPPICK_00997	CDS	1896				hypothetical protein
FAMPPICK_00998	CDS	1179				hypothetical protein
FAMPPICK_00999	CDS	465				hypothetical protein
FAMPPICK_01000	CDS	633	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
FAMPPICK_01001	CDS	1599	emrB			Multidrug export protein EmrB
FAMPPICK_01002	CDS	531	pnpB	1.6.5.6		p-benzoquinone reductase
FAMPPICK_01003	CDS	375				hypothetical protein
FAMPPICK_01004	CDS	762				hypothetical protein
FAMPPICK_01005	CDS	366	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
FAMPPICK_01006	CDS	699	opuCA_1		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
FAMPPICK_01007	CDS	918	bcrA_3			Bacitracin transport ATP-binding protein BcrA
FAMPPICK_01008	CDS	942				hypothetical protein
FAMPPICK_01009	CDS	204	cspB		COG1278	Cold shock protein CspB
FAMPPICK_01010	CDS	831	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
FAMPPICK_01011	CDS	1080				hypothetical protein
FAMPPICK_01012	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
FAMPPICK_01013	CDS	456				hypothetical protein
FAMPPICK_01014	CDS	570	yhcN			putative spore germination lipoprotein YhcN
FAMPPICK_01015	CDS	969				hypothetical protein
FAMPPICK_01016	CDS	654				hypothetical protein
FAMPPICK_01017	CDS	3588	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
FAMPPICK_01018	CDS	597	srtD	3.4.22.-	COG3764	Sortase D
FAMPPICK_01019	CDS	909	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FAMPPICK_01020	CDS	396				hypothetical protein
FAMPPICK_01021	CDS	423	hrp1_1		COG0517	Hypoxic response protein 1
FAMPPICK_01022	CDS	663	cbbY	3.1.3.-	COG0637	Protein CbbY
FAMPPICK_01023	CDS	1542				hypothetical protein
FAMPPICK_01024	CDS	1338	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
FAMPPICK_01025	CDS	576	glpP		COG1954	Glycerol uptake operon antiterminator regulatory protein
FAMPPICK_01026	CDS	825	glpF		COG0580	Glycerol uptake facilitator protein
FAMPPICK_01027	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
FAMPPICK_01028	CDS	1665	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
FAMPPICK_01029	CDS	1746	pgcA	5.4.2.2		Phosphoglucomutase
FAMPPICK_01030	CDS	1140				hypothetical protein
FAMPPICK_01031	CDS	645	liaR_1		COG2197	Transcriptional regulatory protein LiaR
FAMPPICK_01032	CDS	525	azr	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
FAMPPICK_01033	CDS	243				hypothetical protein
FAMPPICK_01034	CDS	324				hypothetical protein
FAMPPICK_01035	CDS	1467	lytF	3.4.-.-	COG0791	Peptidoglycan endopeptidase LytF
FAMPPICK_01036	CDS	441	nsrR		COG1959	HTH-type transcriptional repressor NsrR
FAMPPICK_01037	CDS	1527				hypothetical protein
FAMPPICK_01038	CDS	1407				hypothetical protein
FAMPPICK_01039	CDS	1377	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
FAMPPICK_01040	CDS	1005	lytE	3.4.-.-		putative peptidoglycan endopeptidase LytE
FAMPPICK_01041	CDS	876	cysL_1		COG0583	HTH-type transcriptional regulator CysL
FAMPPICK_01042	CDS	1101	citA	2.3.3.16	COG0372	Citrate synthase 1
FAMPPICK_01043	CDS	870	ydaD_2	1.-.-.-		General stress protein 39
FAMPPICK_01044	CDS	1398	yhdG_2		COG0531	putative amino acid permease YhdG
FAMPPICK_01045	CDS	1356				hypothetical protein
FAMPPICK_01046	CDS	1410	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
FAMPPICK_01047	CDS	429				hypothetical protein
FAMPPICK_01048	CDS	291	yhdK			putative anti-sigma-M factor YhdK
FAMPPICK_01049	CDS	1074	yhdL			putative anti-sigma-M factor YhdL
FAMPPICK_01050	CDS	492	sigM_1		COG1595	ECF RNA polymerase sigma factor SigM
FAMPPICK_01051	CDS	996	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
FAMPPICK_01052	CDS	600	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
FAMPPICK_01053	CDS	1335				hypothetical protein
FAMPPICK_01054	CDS	546				hypothetical protein
FAMPPICK_01055	CDS	1182	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
FAMPPICK_01056	CDS	1386				hypothetical protein
FAMPPICK_01057	CDS	357	crcB_1		COG0239	Putative fluoride ion transporter CrcB
FAMPPICK_01058	CDS	396	crcB_2			Putative fluoride ion transporter CrcB
FAMPPICK_01059	CDS	732	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
FAMPPICK_01060	CDS	108				hypothetical protein
FAMPPICK_01061	CDS	1116				hypothetical protein
FAMPPICK_01062	CDS	744	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
FAMPPICK_01063	CDS	849		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
FAMPPICK_01064	CDS	849	dat	2.6.1.21		D-alanine aminotransferase
FAMPPICK_01065	CDS	1362	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
FAMPPICK_01066	CDS	555	nhaX		COG0589	Stress response protein NhaX
FAMPPICK_01067	CDS	1758	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
FAMPPICK_01068	CDS	2022	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
FAMPPICK_01069	CDS	621				hypothetical protein
FAMPPICK_01070	CDS	204				Small, acid-soluble spore protein 1
FAMPPICK_01071	CDS	210				hypothetical protein
FAMPPICK_01072	CDS	1362	yheD			Endospore coat-associated protein YheD
FAMPPICK_01073	CDS	1092				hypothetical protein
FAMPPICK_01074	CDS	1134				hypothetical protein
FAMPPICK_01075	CDS	354				hypothetical protein
FAMPPICK_01076	CDS	1074	yhaZ		COG4335	putative protein YhaZ
FAMPPICK_01077	CDS	867	yhaX		COG0561	Stress response protein YhaX
FAMPPICK_01078	CDS	1506	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
FAMPPICK_01079	CDS	1218	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
FAMPPICK_01080	CDS	498	khtT_1		COG0490	K(+)/H(+) antiporter subunit KhtT
FAMPPICK_01081	CDS	318	khtS			K(+)/H(+) antiporter modulator KhtS
FAMPPICK_01082	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
FAMPPICK_01083	CDS	186				hypothetical protein
FAMPPICK_01084	CDS	897		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
FAMPPICK_01085	CDS	1260	yhaP		COG1668	putative protein YhaP
FAMPPICK_01086	CDS	1224	yhaO		COG0420	putative metallophosphoesterase YhaO
FAMPPICK_01087	CDS	2883	yhaN		COG4717	putative protein YhaN
FAMPPICK_01088	CDS	945	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
FAMPPICK_01089	CDS	213	yhaL			Sporulation protein YhaL
FAMPPICK_01090	CDS	879	prsA	5.2.1.8	COG0760	Foldase protein PrsA
FAMPPICK_01091	CDS	519				hypothetical protein
FAMPPICK_01092	CDS	333	yhaI			putative protein YhaI
FAMPPICK_01093	CDS	612	hpr		COG1846	HTH-type transcriptional regulator Hpr
FAMPPICK_01094	CDS	402				hypothetical protein
FAMPPICK_01095	CDS	519	trpP			putative tryptophan transport protein
FAMPPICK_01096	CDS	1080	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
FAMPPICK_01097	CDS	438	hit		COG0537	Protein hit
FAMPPICK_01098	CDS	744	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
FAMPPICK_01099	CDS	1227				hypothetical protein
FAMPPICK_01100	CDS	711				hypothetical protein
FAMPPICK_01101	CDS	1191		3.5.1.47		N-acetyldiaminopimelate deacetylase
FAMPPICK_01102	CDS	1389				hypothetical protein
FAMPPICK_01103	CDS	180				hypothetical protein
FAMPPICK_01104	CDS	501	hmoB	1.14.14.18	COG2329	Heme-degrading monooxygenase HmoB
FAMPPICK_01105	CDS	2145	pbpF		COG0744	Penicillin-binding protein 1F
FAMPPICK_01106	CDS	1062	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
FAMPPICK_01107	CDS	933	hemH	4.99.1.1	COG0276	Ferrochelatase
FAMPPICK_01108	CDS	1413	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
FAMPPICK_01109	CDS	576				hypothetical protein
FAMPPICK_01110	CDS	2328	smc_1			Chromosome partition protein Smc
FAMPPICK_01111	CDS	978	fabHB	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2
FAMPPICK_01112	CDS	777				hypothetical protein
FAMPPICK_01113	CDS	1041	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
FAMPPICK_01114	CDS	408				hypothetical protein
FAMPPICK_01115	CDS	1290	gltT			Proton/sodium-glutamate symport protein
FAMPPICK_01116	CDS	735			COG1234	putative protein
FAMPPICK_01117	CDS	996	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
FAMPPICK_01118	CDS	645	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
FAMPPICK_01119	CDS	1542	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FAMPPICK_01120	CDS	396				hypothetical protein
FAMPPICK_01121	CDS	1281	htpX_1	3.4.24.-		Protease HtpX
FAMPPICK_01122	CDS	1146	aprE	3.4.21.62	COG1404	Subtilisin E
FAMPPICK_01123	CDS	450				hypothetical protein
FAMPPICK_01124	CDS	993	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
FAMPPICK_01125	CDS	972	yhfQ		COG4594	Putative ABC transporter substrate-binding lipoprotein YhfQ
FAMPPICK_01126	CDS	582	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
FAMPPICK_01127	CDS	1095	yhfS	2.3.1.-	COG0183	Putative acetyl-CoA C-acetyltransferase YhfS
FAMPPICK_01128	CDS	1440	yhfT	6.2.1.-	COG0318	putative acyl--CoA ligase YhfT
FAMPPICK_01129	CDS	561	bioY_1		COG1268	putative biotin transporter BioY
FAMPPICK_01130	CDS	1299	hemAT		COG0840	Heme-based aerotactic transducer HemAT
FAMPPICK_01131	CDS	1530	petC_1	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
FAMPPICK_01132	CDS	858	ydaD_3	1.-.-.-		General stress protein 39
FAMPPICK_01133	CDS	234				hypothetical protein
FAMPPICK_01134	CDS	579	comK		COG4903	Competence transcription factor
FAMPPICK_01135	CDS	900	yghA	1.-.-.-		putative oxidoreductase YghA
FAMPPICK_01136	CDS	270				hypothetical protein
FAMPPICK_01137	CDS	1470	yodF_1		COG0591	putative symporter YodF
FAMPPICK_01138	CDS	201				hypothetical protein
FAMPPICK_01139	CDS	363				hypothetical protein
FAMPPICK_01140	CDS	624	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
FAMPPICK_01141	CDS	507	sipV	3.4.21.89	COG0681	Signal peptidase I V
FAMPPICK_01142	CDS	1497	oxyS	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
FAMPPICK_01143	CDS	528	pchR_1			HTH-type transcriptional regulator PchR
FAMPPICK_01144	CDS	1206	glcP		COG0738	Glucose/mannose transporter GlcP
FAMPPICK_01145	CDS	1053	ntdC	1.1.1.361	COG0673	Glucose-6-phosphate 3-dehydrogenase
FAMPPICK_01146	CDS	849	ntdB	3.1.3.92	COG0561	Kanosamine-6-phosphate phosphatase
FAMPPICK_01147	CDS	1326	ntdA	2.6.1.104	COG0399	3-oxo-glucose-6-phosphate:glutamate aminotransferase
FAMPPICK_01148	CDS	990	cytR		COG1609	HTH-type transcriptional repressor CytR
FAMPPICK_01149	CDS	1155				hypothetical protein
FAMPPICK_01150	CDS	1206	mdrP_1			Na(+), Li(+), K(+)/H(+) antiporter
FAMPPICK_01151	CDS	1728	sgrR		COG4533	HTH-type transcriptional regulator SgrR
FAMPPICK_01152	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
FAMPPICK_01153	CDS	438				hypothetical protein
FAMPPICK_01154	CDS	3501	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
FAMPPICK_01155	CDS	3699	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
FAMPPICK_01156	CDS	1176	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FAMPPICK_01157	CDS	3393				hypothetical protein
FAMPPICK_01158	CDS	303				hypothetical protein
FAMPPICK_01159	CDS	219	gerPF_1			putative spore germination protein GerPF
FAMPPICK_01160	CDS	402	gerPE			putative spore germination protein GerPE
FAMPPICK_01161	CDS	177	gerPD			putative spore germination protein GerPD
FAMPPICK_01162	CDS	618	gerPC			putative spore germination protein GerPC
FAMPPICK_01163	CDS	234	gerPB			putative spore germination protein GerPB
FAMPPICK_01164	CDS	222	gerPA			putative spore germination protein GerPA
FAMPPICK_01165	CDS	171	yisI	3.1.3.-		Aspartyl-phosphate phosphatase YisI
